"Date","Price","Open","High","Low","Vol.","Change %"
"18-04-2023","13,005.10","13,021.45","13,065.15","12,954.35","42.87M","0.07%"
"17-04-2023","12,996.15","13,012.90","13,012.90","12,910.95","35.29M","0.60%"
"13-04-2023","12,918.65","12,884.45","12,938.80","12,861.15","40.01M","0.44%"
"12-04-2023","12,862.20","12,759.00","12,897.65","12,751.75","46.44M","0.94%"
"11-04-2023","12,742.05","12,679.15","12,756.00","12,640.40","38.08M","0.99%"
"10-04-2023","12,616.75","12,520.10","12,636.15","12,516.45","73.60M","1.18%"
"06-04-2023","12,469.35","12,366.60","12,479.85","12,312.75","32.60M","0.90%"
"05-04-2023","12,357.65","12,428.50","12,453.80","12,340.25","48.14M","-0.55%"
"03-04-2023","12,425.85","12,361.05","12,456.70","12,328.40","30.42M","1.49%"
"31-03-2023","12,243.80","12,157.80","12,257.65","12,154.00","39.22M","1.01%"
"29-03-2023","12,121.30","11,944.30","12,142.55","11,935.10","46.02M","1.71%"
"28-03-2023","11,917.95","12,066.90","12,090.50","11,901.85","45.16M","-0.97%"
"27-03-2023","12,035.10","12,093.75","12,131.35","12,015.85","39.70M","-0.65%"
"24-03-2023","12,113.40","12,196.50","12,235.95","12,089.10","36.82M","-0.76%"
"23-03-2023","12,205.70","12,191.90","12,270.90","12,153.40","38.76M","0.04%"
"22-03-2023","12,201.35","12,190.10","12,266.30","12,165.20","","0.49%"
"21-03-2023","12,141.95","12,165.05","12,188.10","12,114.45","45.21M","0.08%"
"20-03-2023","12,131.70","12,225.30","12,255.45","12,025.40","63.26M","-0.93%"
"17-03-2023","12,245.95","12,387.35","12,424.95","12,177.55","56.11M","-0.48%"
"16-03-2023","12,304.90","12,267.00","12,349.15","12,159.90","452.82M","0.19%"
"15-03-2023","12,282.00","12,461.80","12,489.70","12,266.60","29.24M","-0.51%"
"14-03-2023","12,345.55","12,475.20","12,486.05","12,310.05","48.82M","-0.89%"
"13-03-2023","12,456.00","12,714.55","12,738.40","12,410.10","46.40M","-2.24%"
"10-03-2023","12,741.60","12,762.30","12,766.20","12,692.05","30.03M","-0.31%"
"09-03-2023","12,781.20","13,039.90","13,059.45","12,766.75","23.06M","-1.83%"
"08-03-2023","13,019.50","12,882.95","13,030.05","12,859.25","24.73M","0.85%"
"06-03-2023","12,909.50","12,828.35","12,937.15","12,821.75","40.04M","0.96%"
"03-03-2023","12,787.05","12,799.90","12,834.90","12,750.95","25.79M","0.38%"
"02-03-2023","12,738.80","12,874.30","12,875.20","12,712.35","24.54M","-0.86%"
"01-03-2023","12,849.30","12,759.00","12,881.95","12,755.85","31.26M","0.92%"
"28-02-2023","12,731.80","12,714.80","12,855.25","12,689.40","45.43M","0.45%"
"27-02-2023","12,675.30","12,822.85","12,840.90","12,566.05","41.50M","-1.51%"
"24-02-2023","12,869.10","13,024.50","13,037.65","12,853.95","29.64M","-0.87%"
"23-02-2023","12,982.25","13,018.15","13,026.40","12,896.25","38.73M","-0.06%"
"22-02-2023","12,989.95","13,114.25","13,149.50","12,973.30","34.15M","-1.21%"
"21-02-2023","13,148.75","13,222.45","13,227.90","13,129.30","28.70M","-0.22%"
"20-02-2023","13,177.40","13,165.30","13,228.60","13,105.35","53.70M","0.28%"
"17-02-2023","13,140.00","13,153.05","13,233.00","13,107.85","26.03M","-0.50%"
"16-02-2023","13,206.05","13,274.30","13,316.25","13,187.00","32.42M","-0.22%"
"15-02-2023","13,235.20","13,099.25","13,246.20","13,087.40","40.42M","0.98%"
"14-02-2023","13,106.55","13,184.95","13,220.15","13,093.55","35.98M","-0.36%"
"13-02-2023","13,154.35","13,224.60","13,287.70","13,074.15","37.14M","-0.61%"
"10-02-2023","13,235.05","13,198.45","13,264.90","13,153.80","47.14M","0.36%"
"09-02-2023","13,187.85","13,244.75","13,246.05","13,133.55","46.51M","-0.52%"
"08-02-2023","13,257.35","13,246.65","13,276.00","13,132.85","49.15M","0.24%"
"07-02-2023","13,226.05","13,379.35","13,391.00","13,182.60","50.09M","-1.00%"
"06-02-2023","13,360.15","13,372.10","13,398.20","13,221.80","39.42M","-0.13%"
"03-02-2023","13,377.95","13,273.75","13,396.95","13,167.65","54.59M","1.25%"
"02-02-2023","13,213.25","13,178.15","13,275.55","13,091.15","66.67M","0.05%"
"01-02-2023","13,206.85","13,397.75","13,539.80","12,972.35","59.21M","-0.88%"
"31-01-2023","13,323.90","13,160.80","13,355.95","13,099.40","63.23M","1.89%"
