"Date","Price","Open","High","Low","Vol.","Change %"
"27-06-2022","12,221.55","12,275.80","12,325.75","12,200.10","16.65M","0.35%"
"24-06-2022","12,178.40","12,173.25","12,270.50","12,150.55","20.25M","0.42%"
"23-06-2022","12,127.20","11,969.95","12,145.05","11,947.90","15.79M","1.58%"
"22-06-2022","11,939.05","12,050.65","12,147.65","11,893.15","14.56M","-1.32%"
"21-06-2022","12,098.35","11,887.00","12,118.05","11,882.70","13.50M","2.11%"
"20-06-2022","11,847.90","11,815.00","11,886.10","11,726.40","15.75M","0.37%"
"17-06-2022","11,803.95","12,000.65","12,038.25","11,745.05","24.86M","-2.18%"
"16-06-2022","12,066.65","12,321.60","12,330.50","12,022.45","16.23M","-1.59%"
"15-06-2022","12,261.35","12,248.40","12,299.55","12,204.75","12.72M","0.35%"
"14-06-2022","12,218.50","12,140.30","12,283.35","12,135.75","15.45M","0.22%"
"13-06-2022","12,191.85","12,288.25","12,410.75","12,130.65","14.77M","-1.83%"
"10-06-2022","12,419.20","12,363.70","12,447.65","12,330.20","14.17M","-0.37%"
"09-06-2022","12,465.90","12,284.80","12,481.95","12,228.10","21.44M","1.20%"
"08-06-2022","12,317.80","12,279.90","12,341.15","12,170.45","14.92M","0.31%"
"07-06-2022","12,279.65","12,352.85","12,362.70","12,189.65","13.79M","-1.07%"
"06-06-2022","12,412.40","12,406.60","12,463.80","12,360.60","14.02M","-0.05%"
"03-06-2022","12,418.80","12,556.80","12,622.35","12,401.65","14.93M","-0.65%"
"02-06-2022","12,500.35","12,407.40","12,518.60","12,376.70","20.16M","0.45%"
"01-06-2022","12,443.75","12,665.85","12,665.85","12,393.90","22.33M","-1.27%"
"31-05-2022","12,604.45","12,608.25","12,690.55","12,527.80","58.10M","-0.53%"
"30-05-2022","12,671.15","12,731.65","12,822.65","12,662.90","19.93M","0.01%"
"27-05-2022","12,669.95","12,635.40","12,688.05","12,555.85","17.39M","0.90%"
"26-05-2022","12,557.50","12,606.40","12,655.25","12,398.40","26.66M","0.11%"
"25-05-2022","12,543.85","12,749.00","12,808.30","12,526.05","18.86M","-1.16%"
"24-05-2022","12,691.60","12,908.80","12,926.20","12,666.30","25.98M","-1.53%"
"23-05-2022","12,889.20","13,121.00","13,253.80","12,854.00","21.15M","-1.35%"
"20-05-2022","13,065.50","12,718.80","13,089.40","12,707.95","34.84M","3.69%"
"19-05-2022","12,600.85","12,646.75","12,743.40","12,574.05","24.64M","-2.18%"
"18-05-2022","12,881.55","12,767.80","12,942.90","12,756.30","28.17M","1.06%"
"17-05-2022","12,745.95","12,627.45","12,759.15","12,548.65","15.45M","1.09%"
"16-05-2022","12,608.25","12,634.70","12,687.40","12,536.55","13.44M","-0.17%"
"13-05-2022","12,629.50","12,534.25","12,764.60","12,521.90","16.70M","1.65%"
"12-05-2022","12,424.45","12,514.80","12,521.60","12,299.20","17.45M","-1.06%"
"11-05-2022","12,557.65","12,530.15","12,632.20","12,407.60","23.89M","-0.31%"
"10-05-2022","12,596.30","12,753.90","12,869.40","12,557.75","17.34M","-1.48%"
"09-05-2022","12,785.00","12,727.65","12,856.65","12,665.30","13.44M","-0.28%"
"06-05-2022","12,820.90","12,840.85","12,896.40","12,726.55","13.51M","-1.44%"
"05-05-2022","13,008.50","13,181.75","13,284.55","12,968.15","14.20M","-0.77%"
"04-05-2022","13,108.80","13,462.20","13,510.70","13,068.20","17.73M","-2.61%"
"02-05-2022","13,460.25","13,397.30","13,479.50","13,323.50","16.22M","-0.02%"
"29-04-2022","13,462.85","13,507.10","13,765.95","13,429.25","21.13M","-0.13%"
"28-04-2022","13,480.00","13,473.35","13,547.15","13,377.60","19.85M","0.91%"
"27-04-2022","13,358.15","13,365.65","13,416.45","13,258.80","13.12M","-0.64%"
"26-04-2022","13,444.10","13,384.40","13,505.65","13,376.05","19.19M","1.11%"
"25-04-2022","13,296.75","13,441.95","13,516.80","13,263.10","16.46M","-2.01%"
"22-04-2022","13,569.85","13,786.80","13,786.80","13,516.60","21.39M","-1.82%"
"21-04-2022","13,821.30","13,703.60","13,838.10","13,670.25","20.89M","1.18%"
"20-04-2022","13,660.65","13,572.90","13,722.35","13,492.05","15.56M","1.02%"
"19-04-2022","13,522.45","13,774.35","13,853.15","13,413.45","17.94M","-1.42%"
"18-04-2022","13,717.30","13,699.40","13,823.45","13,612.30","12.92M","-0.40%"
"13-04-2022","13,772.75","13,761.15","13,849.15","13,698.70","12.07M","0.20%"
"12-04-2022","13,744.65","13,801.00","13,879.50","13,661.50","14.91M","-0.67%"
"11-04-2022","13,837.85","13,827.00","13,948.25","13,818.90","13.51M","-0.01%"
"08-04-2022","13,838.60","13,875.05","13,923.10","13,715.40","13.85M","0.17%"
"07-04-2022","13,815.00","13,786.70","13,972.45","13,779.15","20.19M","0.41%"
"06-04-2022","13,758.45","13,786.55","13,907.65","13,744.50","18.28M","-0.37%"
"05-04-2022","13,809.25","13,837.20","13,903.55","13,777.45","17.30M","0.15%"
"04-04-2022","13,789.25","13,630.45","13,806.50","13,571.45","15.07M","1.54%"
"01-04-2022","13,579.90","13,609.90","13,647.05","13,524.00","15.25M","-0.03%"
"31-03-2022","13,584.10","13,755.35","13,800.65","13,542.30","17.84M","-1.17%"
