"Date","Price","Open","High","Low","Vol.","Change %"
"31-12-2024","17,752.25","17,602.40","17,789.05","17,478.20","0.00K","0.65%"
"30-12-2024","17,638.15","17,711.95","17,726.65","17,528.95","0.00K","-0.43%"
"27-12-2024","17,715.20","17,700.75","17,757.60","17,668.30","0.00K","0.27%"
"26-12-2024","17,667.45","17,700.95","17,744.15","17,558.55","0.00K","-0.03%"
"24-12-2024","17,672.45","17,641.80","17,731.65","17,543.30","0.00K","0.31%"
"23-12-2024","17,618.10","17,788.25","17,830.80","17,495.85","0.00K","-0.43%"
"20-12-2024","17,693.65","18,108.95","18,166.40","17,658.30","0.00K","-2.01%"
"19-12-2024","18,057.20","17,814.40","18,068.60","17,801.85","0.00K","-0.34%"
"18-12-2024","18,118.60","18,248.25","18,289.25","18,059.95","0.00K","-0.68%"
"17-12-2024","18,242.05","18,368.60","18,409.80","18,220.85","0.00K","-0.56%"
"16-12-2024","18,344.00","18,289.75","18,392.05","18,284.55","0.00K","0.44%"
"13-12-2024","18,263.75","18,294.90","18,298.35","17,954.80","0.00K","-0.36%"
"12-12-2024","18,330.30","18,529.40","18,548.25","18,311.40","0.00K","-0.93%"
"11-12-2024","18,502.65","18,500.65","18,539.50","18,462.95","0.00K","0.28%"
"10-12-2024","18,450.60","18,440.25","18,482.65","18,359.20","0.00K","0.29%"
"09-12-2024","18,396.45","18,365.85","18,428.20","18,331.60","0.00K","0.37%"
"06-12-2024","18,328.95","18,276.25","18,348.55","18,181.75","0.00K","0.54%"
"05-12-2024","18,230.40","18,218.75","18,250.15","18,150.30","0.00K","0.48%"
"04-12-2024","18,143.55","18,065.35","18,164.75","18,022.90","0.00K","0.76%"
"03-12-2024","18,007.50","17,891.95","18,025.45","17,878.45","0.00K","0.94%"
"02-12-2024","17,840.10","17,726.25","17,849.00","17,634.90","0.00K","0.70%"
"29-11-2024","17,716.45","17,620.65","17,732.30","17,545.75","0.00K","0.79%"
"28-11-2024","17,577.85","17,612.10","17,737.80","17,532.35","0.00K","0.14%"
"27-11-2024","17,552.65","17,422.85","17,567.35","17,359.90","0.00K","1.02%"
"26-11-2024","17,375.55","17,303.30","17,388.35","17,258.20","0.00K","0.61%"
"25-11-2024","17,269.55","17,199.70","17,286.05","17,169.40","0.00K","2.11%"
"22-11-2024","16,912.30","16,791.30","16,928.15","16,710.55","0.00K","0.98%"
"21-11-2024","16,747.85","16,830.05","16,856.70","16,604.45","0.00K","-0.58%"
"19-11-2024","16,845.25","16,756.55","17,031.85","16,754.90","0.00K","0.91%"
"18-11-2024","16,693.35","16,816.35","16,852.55","16,550.65","0.00K","-0.64%"
"14-11-2024","16,801.55","16,697.00","16,940.35","16,695.05","","0.79%"
"13-11-2024","16,670.35","17,121.30","17,134.65","16,644.70","","-3.06%"
"12-11-2024","17,196.40","17,465.65","17,560.45","17,162.85","","-1.31%"
"11-11-2024","17,423.90","17,582.00","17,592.05","17,401.05","","-1.19%"
"08-11-2024","17,634.25","17,944.05","17,949.80","17,595.30","","-1.56%"
"07-11-2024","17,914.60","18,085.55","18,151.70","17,893.25","","-0.62%"
"06-11-2024","18,027.15","17,781.30","18,040.10","17,732.85","","1.88%"
"05-11-2024","17,694.65","17,564.65","17,718.45","17,496.05","","0.48%"
"04-11-2024","17,609.50","17,928.80","17,943.70","17,509.65","","-1.84%"
"01-11-2024","17,938.85","17,889.55","17,978.35","17,882.95","","1.06%"
"31-10-2024","17,751.20","17,483.65","17,777.00","17,438.55","","1.53%"
"30-10-2024","17,483.40","17,301.80","17,541.45","17,294.10","","1.19%"
"29-10-2024","17,278.20","17,200.70","17,305.35","16,985.00","","0.74%"
"28-10-2024","17,151.60","16,995.75","17,214.55","16,828.90","","1.15%"
"25-10-2024","16,956.05","17,372.25","17,423.95","16,800.30","","-2.28%"
"24-10-2024","17,352.20","17,486.05","17,544.30","17,328.15","","-0.60%"
"23-10-2024","17,456.20","17,251.60","17,604.20","17,038.45","","1.04%"
"22-10-2024","17,275.70","17,929.40","17,936.25","17,242.90","","-3.68%"
"21-10-2024","17,936.30","18,311.65","18,328.40","17,902.95","","-1.65%"
"18-10-2024","18,236.80","18,151.25","18,261.85","17,848.75","","-0.04%"
"17-10-2024","18,244.30","18,561.10","18,575.50","18,225.30","","-1.41%"
"16-10-2024","18,505.95","18,464.65","18,525.60","18,365.60","","0.21%"
"15-10-2024","18,467.65","18,338.95","18,483.60","18,326.80","","1.11%"
"14-10-2024","18,265.10","18,274.75","18,303.85","18,189.25","","0.29%"
"11-10-2024","18,213.00","18,166.70","18,247.45","18,114.20","","0.47%"
"10-10-2024","18,127.35","18,205.55","18,248.00","18,114.15","","0.13%"
"09-10-2024","18,103.95","17,976.45","18,183.30","17,975.55","","1.24%"
"08-10-2024","17,882.85","17,461.85","17,910.50","17,359.50","","2.10%"
"07-10-2024","17,514.50","18,090.85","18,142.50","17,379.70","","-2.81%"
"04-10-2024","18,021.65","18,163.50","18,258.50","17,804.10","","-0.87%"
"03-10-2024","18,179.20","18,257.50","18,431.00","18,119.95","","-1.90%"
"01-10-2024","18,531.80","18,444.80","18,550.45","18,426.60","","0.66%"
"30-09-2024","18,410.70","18,407.20","18,447.70","18,258.35","","0.06%"
"27-09-2024","18,399.85","18,488.50","18,538.95","18,370.50","","-0.19%"
"26-09-2024","18,434.95","18,569.30","18,575.15","18,401.75","","-0.45%"
"25-09-2024","18,518.10","18,614.10","18,621.45","18,458.30","","-0.35%"
"24-09-2024","18,583.30","18,675.10","18,688.30","18,570.45","","-0.21%"
"23-09-2024","18,623.15","18,578.20","18,640.65","18,528.20","","0.86%"
"20-09-2024","18,464.65","18,375.25","18,501.70","18,285.60","","1.06%"
"19-09-2024","18,270.40","18,583.70","18,619.45","18,057.95","","-1.11%"
"18-09-2024","18,475.80","18,568.55","18,610.95","18,393.95","","-0.34%"
"17-09-2024","18,538.30","18,618.70","18,622.85","18,466.95","","-0.19%"
"16-09-2024","18,572.90","18,636.80","18,656.70","18,503.35","","0.16%"
"13-09-2024","18,543.15","18,470.40","18,563.60","18,430.05","","0.88%"
"12-09-2024","18,381.70","18,345.70","18,400.00","18,284.60","","0.78%"
"11-09-2024","18,238.80","18,430.80","18,443.75","18,220.85","","-0.78%"
"10-09-2024","18,383.00","18,255.25","18,400.20","18,254.90","","1.25%"
"09-09-2024","18,155.90","18,280.75","18,283.95","17,955.50","","-0.83%"
"06-09-2024","18,307.85","18,547.85","18,627.45","18,280.10","","-1.01%"
"05-09-2024","18,495.35","18,397.30","18,539.35","18,393.55","","0.95%"
"04-09-2024","18,320.60","18,126.40","18,405.60","18,083.35","","0.31%"
"03-09-2024","18,264.30","18,221.70","18,307.60","18,217.55","","0.59%"
"02-09-2024","18,157.70","18,266.00","18,273.65","18,100.70","","-0.07%"
"30-08-2024","18,170.25","18,175.90","18,210.10","18,082.00","","0.52%"
"29-08-2024","18,077.05","18,206.10","18,246.40","18,005.90","","-0.57%"
"28-08-2024","18,180.30","18,281.85","18,316.25","18,165.65","","-0.22%"
"27-08-2024","18,219.55","18,125.65","18,233.15","18,099.70","","0.77%"
"26-08-2024","18,081.15","18,129.00","18,150.70","18,063.70","","0.41%"
"23-08-2024","18,006.55","18,036.40","18,054.70","17,947.10","","0.12%"
"22-08-2024","17,984.45","18,007.80","18,096.05","17,969.20","","0.32%"
"21-08-2024","17,927.75","17,766.00","17,935.95","17,737.10","","1.10%"
"20-08-2024","17,732.50","17,731.25","17,742.65","17,643.20","","0.54%"
"19-08-2024","17,637.25","17,497.70","17,656.80","17,484.50","","1.53%"
"16-08-2024","17,371.40","17,221.95","17,387.20","17,211.50","","1.71%"
"14-08-2024","17,080.15","17,257.05","17,272.00","16,969.65","","-0.57%"
"13-08-2024","17,177.40","17,490.50","17,490.65","17,148.45","","-1.23%"
"12-08-2024","17,392.15","17,308.70","17,445.95","17,178.65","","0.32%"
"09-08-2024","17,335.90","17,404.80","17,432.40","17,305.30","","0.64%"
"08-08-2024","17,226.15","17,325.35","17,397.75","17,204.10","","-0.28%"
"07-08-2024","17,274.90","17,147.90","17,299.05","16,947.00","","2.39%"
"06-08-2024","16,871.85","17,116.55","17,320.70","16,839.10","","-0.39%"
"05-08-2024","16,937.90","17,193.70","17,309.05","16,845.00","","-4.18%"
"02-08-2024","17,677.65","17,636.75","17,794.55","17,551.25","","-0.83%"
"01-08-2024","17,825.05","18,022.50","18,049.80","17,754.50","","-0.69%"
"31-07-2024","17,948.00","18,021.40","18,038.10","17,922.85","","-0.20%"
